pressure,height,temperature,dewpoint,direction,speed,station,time,u_wind,v_wind,latitude,longitude
300.0,9077.0,-48.7,,320.0,67.0,KDEN,1993-03-14,43.06676984899815,-51.32497768897152,39.85,-104.65
500.0,5722.0,-14.4,-24.7,306.0,23.0,KDRA,1993-03-14,18.607390870623792,-13.519060802726877,36.61666666666667,-116.03333333333333
300.0,9402.0,-41.7,,282.0,56.0,KDRA,1993-03-14,54.77626564109311,-11.643054685794528,36.61666666666667,-116.03333333333333
500.0,5689.0,-13.3,-31.4,299.0,56.0,KDRT,1993-03-14,48.97870359980615,-27.149338733794885,29.366666666666667,-100.91666666666667
300.0,9376.0,-39.0,-52.5,304.0,98.0,KDRT,1993-03-14,81.24568211039409,-54.80090454013321,29.366666666666667,-100.91666666666667
500.0,5714.0,-14.6,-19.8,307.0,44.0,KELP,1993-03-14,35.1399624420809,-26.47986101869011,31.816666666666666,-106.38333333333334
300.0,9403.0,-39.7,-51.1,308.0,79.0,KELP,1993-03-14,62.25284953493102,-48.637256550727024,31.816666666666666,-106.38333333333334
500.0,5680.0,-16.6,-26.1,319.0,40.0,KELY,1993-03-14,26.242361159620295,-30.188383208910878,39.3,-114.85
300.0,9339.0,-42.4,,291.0,75.0,KELY,1993-03-14,70.01853198729013,-26.87759621589753,39.3,-114.85
500.0,5506.0,-24.3,-32.3,344.0,33.0,KFAI,1993-03-14,9.096032741960965,-31.721635965964524,,
300.0,9024.0,-51.5,,350.0,48.0,KFAI,1993-03-14,8.335112528012658,-47.27077214458598,,
500.0,5167.0,-31.1,-34.1,205.0,17.0,KFNT,1993-03-14,7.184510449591888,15.40723237962305,42.96666666666667,-83.75
300.0,8688.0,-47.7,,183.0,58.0,KFNT,1993-03-14,3.035485462090726,57.92051301576528,42.96666666666667,-83.75
500.0,5573.0,-20.5,-33.8,294.0,19.0,KGEG,1993-03-14,17.357363695209422,-7.727996218440196,47.61666666666667,-117.53333333333333
300.0,9133.0,-49.0,,291.0,58.0,KGEG,1993-03-14,54.147664736837704,-20.78534107362742,47.61666666666667,-117.53333333333333
500.0,5506.0,-23.8,-34.3,301.0,64.0,KGGG,1993-03-14,54.85870724493519,-32.96243679424346,32.38333333333333,-94.71666666666667
300.0,9064.0,-46.7,,298.0,100.0,KGGG,1993-03-14,88.29475928589271,-46.94715627858904,32.38333333333333,-94.71666666666667
500.0,5448.0,-28.2,-30.5,321.0,50.0,KGGW,1993-03-14,31.466019552491893,-38.85729807284853,48.21666666666667,-106.61666666666666
300.0,8921.0,-53.1,,326.0,71.0,KGGW,1993-03-14,39.70269614642301,-58.86166765140797,48.21666666666667,-106.61666666666666
500.0,5605.0,-22.6,-26.0,326.0,39.0,KGJT,1993-03-14,21.808523235359118,-32.33246532964663,39.11666666666667,-108.51666666666667
300.0,9204.0,-46.2,,311.0,92.0,KGJT,1993-03-14,69.43328138049505,-60.35743066712665,39.11666666666667,-108.51666666666667
500.0,5173.0,-40.7,,324.0,17.0,KGRB,1993-03-14,9.992349288972045,-13.753288904374104,44.483333333333334,-88.13333333333334
300.0,8557.0,-49.6,,208.0,39.0,KGRB,1993-03-14,18.309390948649742,34.434956121498146,44.483333333333334,-88.13333333333334
500.0,5120.0,-17.8,-19.4,259.0,21.0,KGSO,1993-03-14,20.614170852400942,4.006988902907437,36.1,-79.95
300.0,8750.0,-40.5,,225.0,44.0,KGSO,1993-03-14,31.112698372208087,31.112698372208097,36.1,-79.95
500.0,5526.0,-23.8,-38.9,319.0,44.0,KGTF,1993-03-14,28.866597275582325,-33.20722152980196,47.46666666666667,-111.38333333333334
300.0,9038.0,-52.2,,317.0,77.0,KGTF,1993-03-14,52.51387372481236,-56.314235024676144,47.46666666666667,-111.38333333333334
500.0,5273.0,-11.5,-29.8,210.0,119.0,KHAT,1993-03-14,59.500000000000014,103.05702305034819,35.266666666666666,-75.53333333333333
300.0,8987.0,-39.2,-53.4,,,KHAT,1993-03-14,,,35.266666666666666,-75.53333333333333
500.0,5305.0,-37.0,-40.2,326.0,62.0,KHON,1993-03-14,34.66996001518629,-51.400329498412596,44.38333333333333,-98.23333333333333
300.0,8727.0,-52.2,,331.0,90.0,KHON,1993-03-14,43.63286582217032,-78.71577364254563,44.38333333333333,-98.23333333333333
500.0,5119.0,-28.6,-31.3,330.0,29.0,KHTS,1993-03-14,14.500000000000012,-25.114736709748712,38.36666666666667,-82.55
300.0,8706.0,-46.4,,186.0,27.0,KHTS,1993-03-14,2.822268508226644,26.85209117494338,38.36666666666667,-82.55
500.0,5126.0,-24.2,-32.0,186.0,12.0,KIAD,1993-03-14,1.2543415592118419,11.934262744419279,38.93333333333333,-77.45
300.0,8734.0,-39.2,-53.4,201.0,50.0,KIAD,1993-03-14,17.91839747726502,46.67902132486008,38.93333333333333,-77.45
500.0,5173.0,-41.5,,319.0,25.0,KINL,1993-03-14,16.401475724762683,-18.867739505569297,48.56666666666667,-93.4
300.0,8507.0,-52.6,,325.0,39.0,KINL,1993-03-14,22.36948101769081,-31.94692972727067,48.56666666666667,-93.4
500.0,5697.0,-15.0,-23.9,304.0,46.0,KINW,1993-03-14,38.135728337531916,-25.722873559654364,35.03333333333333,-110.71666666666667
300.0,9379.0,-41.7,,300.0,75.0,KINW,1993-03-14,64.9519052838329,-37.5,35.03333333333333,-110.71666666666667
500.0,5730.0,-14.8,-32.6,248.0,42.0,KITO,1993-03-14,38.94172189180507,15.733476923468316,,
300.0,9446.0,-33.2,-47.5,245.0,104.0,KITO,1993-03-14,94.25600985181161,43.95229922103271,,
500.0,5412.0,-25.3,-40.6,301.0,83.0,KJAN,1993-03-14,71.14488595827532,-42.74816021753448,32.31666666666667,-90.08333333333333
300.0,8955.0,-46.2,,287.0,110.0,KJAN,1993-03-14,105.1935231559339,-32.160887519501046,32.31666666666667,-90.08333333333333
500.0,5886.0,-6.0,-22.7,110.0,8.0,KJSJ,1993-03-14,-7.517540966287267,2.7361611466053497,,
300.0,9652.0,-36.4,-44.5,262.0,37.0,KJSJ,1993-03-14,36.6399185434381,5.1494047355224355,,
500.0,5435.0,-30.0,-37.4,327.0,62.0,KLBF,1993-03-14,33.76762017093167,-51.99757521261629,41.11666666666667,-100.66666666666667
300.0,8911.0,-53.7,,326.0,89.0,KLBF,1993-03-14,49.76816840889644,-73.78434395739872,41.11666666666667,-100.66666666666667
500.0,5549.0,-20.2,-33.2,296.0,73.0,KLCH,1993-03-14,65.61196537983919,-32.00109371560265,30.133333333333333,-93.21666666666667
300.0,9161.0,-45.2,,,,KLCH,1993-03-14,,,30.133333333333333,-93.21666666666667
500.0,5555.0,-22.3,-34.4,315.0,37.0,KLND,1993-03-14,26.162950903902264,-26.162950903902257,42.81666666666667,-108.73333333333333
300.0,9113.0,-49.0,,319.0,75.0,KLND,1993-03-14,49.20442717428806,-56.60321851670789,42.81666666666667,-108.73333333333333
500.0,5649.0,-19.3,-21.5,311.0,56.0,KMAF,1993-03-14,42.263736492475246,-36.7393056234684,31.95,-102.2
300.0,9291.0,-41.1,,303.0,114.0,KMAF,1993-03-14,95.60844474577837,-62.08884999171304,31.95,-102.2
500.0,5540.0,-24.0,-36.5,62.0,21.0,KMCG,1993-03-14,-18.541899450037466,-9.858902818503708,,
300.0,9072.0,-50.2,,64.0,35.0,KMCG,1993-03-14,-31.457791620470847,-15.34299013761771,,
500.0,5652.0,-19.1,-32.5,267.0,40.0,KMFR,1993-03-14,39.94518139018295,2.093438249717772,42.38333333333333,-122.86666666666666
300.0,9256.0,-46.1,,239.0,58.0,KMFR,1993-03-14,49.7157034407225,29.87220834478316,42.38333333333333,-122.86666666666666
500.0,5765.0,-12.8,-14.3,264.0,27.0,KNKX,1993-03-14,26.852091174943382,2.8222685082266405,32.86666666666667,-117.13333333333334
300.0,9468.0,-40.1,-44.3,260.0,52.0,KNKX,1993-03-14,51.21000315663482,9.029705238680377,32.86666666666667,-117.13333333333334
500.0,5717.0,-14.6,-32.5,227.0,19.0,KOAK,1993-03-14,13.895720330764238,12.957968841187473,37.71666666666667,-122.23333333333333
300.0,9383.0,-42.6,,240.0,46.0,KOAK,1993-03-14,39.83716857408417,23.00000000000002,37.71666666666667,-122.23333333333333
500.0,5559.0,-23.5,-36.8,106.0,35.0,KOME,1993-03-14,-33.64415935784116,9.647307453594967,,
300.0,9086.0,-51.1,,103.0,40.0,KOME,1993-03-14,-38.97480259140941,8.998042173754602,,
500.0,5599.0,-23.3,-32.3,16.0,12.0,KOTZ,1993-03-14,-3.30764826980399,-11.535140351259827,,
300.0,9123.0,-51.1,,2.0,17.0,KOTZ,1993-03-14,-0.5932914439425164,-16.98964405932463,,
500.0,5476.0,-26.6,-35.1,315.0,75.0,KOUN,1993-03-14,53.03300858899107,-53.03300858899106,35.25,-97.46666666666667
300.0,8988.0,-48.9,,308.0,112.0,KOUN,1993-03-14,88.25720440395284,-68.95408523647376,35.25,-97.46666666666667
500.0,5318.0,-36.1,-41.1,327.0,60.0,KOVN,1993-03-14,32.67834210090162,-50.32023407672544,41.36666666666667,-96.01666666666667
300.0,8735.0,-50.4,,325.0,73.0,KOVN,1993-03-14,41.871079853626384,-59.79809923309639,41.36666666666667,-96.01666666666667
500.0,5227.0,-38.0,-49.0,318.0,40.0,KPAH,1993-03-14,26.765224254354326,-29.725793019095768,37.06666666666667,-88.76666666666667
300.0,8689.0,-43.4,,293.0,39.0,KPAH,1993-03-14,35.89968928464518,-15.238514011081666,37.06666666666667,-88.76666666666667
500.0,5664.0,-9.6,-24.2,246.0,94.0,KPBI,1993-03-14,85.87327301840449,38.23324444912521,26.683333333333334,-80.1
300.0,9376.0,-39.6,-47.9,,,KPBI,1993-03-14,,,26.683333333333334,-80.1
500.0,5144.0,-20.8,-22.3,176.0,35.0,KPIT,1993-03-14,-2.4414765810443932,34.91474175909385,40.5,-80.26666666666667
300.0,8726.0,-47.9,,112.0,12.0,KPIT,1993-03-14,-11.126206254801449,4.495279120990945,40.5,-80.26666666666667
500.0,5446.0,-28.3,-35.2,329.0,60.0,KRAP,1993-03-14,30.90228449460327,-51.430038042126725,44.05,-103.05
300.0,8930.0,-52.4,,323.0,89.0,KRAP,1993-03-14,53.561537060532295,-71.07856039420906,44.05,-103.05
500.0,5570.0,-21.3,-24.2,303.0,69.0,KSEP,1993-03-14,57.86826918823427,-37.58009341603684,32.21666666666667,-98.16666666666667
300.0,9174.0,-45.1,,298.0,108.0,KSEP,1993-03-14,95.35834002876413,-50.702928780876164,32.21666666666667,-98.16666666666667
500.0,5490.0,-21.8,-37.6,291.0,79.0,KSIL,1993-03-14,73.75285369327894,-28.31106801407873,30.25,-89.76666666666667
300.0,9083.0,-45.7,,,,KSIL,1993-03-14,,,30.25,-89.76666666666667
500.0,5626.0,-18.1,-35.4,312.0,52.0,KSLC,1993-03-14,38.643530924824525,-34.7947915306606,40.766666666666666,-111.96666666666667
300.0,9244.0,-46.2,,309.0,73.0,KSLC,1993-03-14,56.731655186358864,-45.94038854663814,40.766666666666666,-111.96666666666667
500.0,5608.0,-21.0,-37.9,264.0,35.0,KSLE,1993-03-14,34.80826633788957,3.658496214367867,44.9,-123.0
300.0,9193.0,-47.6,,257.0,67.0,KSLE,1993-03-14,65.28279434061075,15.071720641038974,44.9,-123.0
500.0,5447.0,-29.2,-39.2,120.0,21.0,KSNP,1993-03-14,-18.186533479473216,10.499999999999995,,
300.0,8900.0,-48.7,,138.0,25.0,KSNP,1993-03-14,-16.72826515897146,18.57862063693485,,
500.0,5219.0,-40.5,,325.0,35.0,KSTC,1993-03-14,20.075175272286625,-28.670321550114704,45.55,-94.05
300.0,8585.0,-49.7,,331.0,52.0,KSTC,1993-03-14,25.210100252809514,-45.48022477124859,45.55,-94.05
500.0,5552.0,-12.4,-30.1,,,KTBW,1993-03-14,,,27.7,-82.4
300.0,9239.0,-39.7,-49.9,,,KTBW,1993-03-14,,,27.7,-82.4
500.0,5263.0,-30.1,-43.6,266.0,96.0,KTLH,1993-03-14,95.76614882494312,6.696621479436056,30.4,-84.35
300.0,8759.0,-40.5,,,,KTLH,1993-03-14,,,30.4,-84.35
500.0,5363.0,-32.7,-36.2,323.0,71.0,KTOP,1993-03-14,42.72886664379543,-56.70312121335779,39.06666666666667,-95.63333333333334
300.0,8803.0,-49.7,,321.0,87.0,KTOP,1993-03-14,54.75087402133589,-67.61169864675644,39.06666666666667,-95.63333333333334
500.0,5746.0,-11.6,-19.4,290.0,37.0,KTUS,1993-03-14,34.76862696907861,-12.654745303049754,32.13333333333333,-110.95
300.0,9461.0,-39.0,-45.4,288.0,64.0,KTUS,1993-03-14,60.86761704288983,-19.777087639996623,32.13333333333333,-110.95
500.0,5585.0,-21.0,-34.6,255.0,17.0,KUIL,1993-03-14,16.42073904691416,4.399923766742851,47.93333333333333,-124.55
300.0,9162.0,-48.5,,245.0,35.0,KUIL,1993-03-14,31.720772546282756,14.791639160924468,47.93333333333333,-124.55
500.0,5361.0,-31.1,-37.8,320.0,77.0,KUMN,1993-03-14,49.494645945863546,-58.985422120161296,36.86666666666667,-93.9
300.0,8815.0,-48.4,,311.0,81.0,KUMN,1993-03-14,61.13147599804455,-53.14078134823107,36.86666666666667,-93.9
500.0,5729.0,-14.5,-16.0,240.0,18.0,KVBG,1993-03-14,15.58845726811989,9.000000000000007,34.733333333333334,-120.58333333333333
300.0,9400.0,-42.3,,235.0,45.0,KVBG,1993-03-14,36.861841993004624,25.810939635797087,34.733333333333334,-120.58333333333333
500.0,5676.0,-16.8,-18.9,294.0,33.0,KWMC,1993-03-14,30.147000102205837,-13.422309221501392,40.9,-117.8
300.0,9298.0,-44.2,,272.0,58.0,KWMC,1993-03-14,57.96466796710755,-2.0241708087450743,40.9,-117.8
500.0,5156.0,-39.1,-53.4,321.0,10.0,KY62,1993-03-14,6.293203910498378,-7.7714596145697055,46.46666666666667,-84.36666666666666
300.0,8614.0,-48.1,,198.0,87.0,KY62,1993-03-14,26.884478510620415,82.74191691767837,46.46666666666667,-84.36666666666666
500.0,5408.0,-29.6,-32.4,51.0,27.0,KYAK,1993-03-14,-20.98294095933821,-16.99165055834561,,
300.0,8852.0,-51.4,,49.0,48.0,KYAK,1993-03-14,-36.22605985069305,-31.490833391544356,,
500.0,5220.0,-23.7,-25.3,185.0,54.0,KYMW,1993-03-14,4.706410108373529,53.79451369695426,,
300.0,8829.0,-42.9,-46.9,195.0,92.0,KYMW,1993-03-14,23.81135214943191,88.86517601859428,,
500.0,5379.0,-30.1,-38.1,355.0,19.0,KYXY,1993-03-14,1.655959112205508,-18.927699263743165,,
300.0,8829.0,-52.9,-61.9,15.0,25.0,KYXY,1993-03-14,-6.4704761275630185,-24.148145657226706,,
